Suburb,Year,pop_est,incidents_recorded,Number of Records,incidents_per_1000_people
BALMATTUM,2012,,4,4,0
BALMATTUM,2013,,4,4,0
BALMATTUM,2014,,8,5,0
BALMATTUM,2015,,4,4,0
BALMATTUM,2016,110,8,4,72.72727273
BALMATTUM,2017,,5,4,0
BALMATTUM,2018,,12,8,0
BALMATTUM,2019,,12,6,0
BALMATTUM,2020,,4,4,0
BALMORAL,2011,328,6,5,18.29268293
BALMORAL,2012,321,9,5,28.03738318
BALMORAL,2013,314,13,9,41.40127389
BALMORAL,2014,307,4,3,13.02931596
BALMORAL,2015,300,8,5,26.66666667
BALMORAL,2016,294,13,6,44.21768707
BALMORAL,2017,288,3,2,10.41666667
BALMORAL,2018,282,7,4,24.82269504
BALMORAL,2019,276,10,6,36.23188406
BALMORAL,2020,270,9,6,33.33333333
BALNARRING,2011,2527,54,13,21.3692125
BALNARRING,2012,2475,67,15,27.07070707
BALNARRING,2013,2424,49,16,20.21452145
BALNARRING,2014,2372,51,19,21.50084317
BALNARRING,2015,2321,63,21,27.14347264
BALNARRING,2016,2270,86,21,37.88546256
BALNARRING,2017,2219,61,24,27.4898603
BALNARRING,2018,2168,58,18,26.75276753
BALNARRING,2019,2117,44,20,20.78412848
BALNARRING,2020,2066,63,20,30.49370765
BALNARRING BEACH,2011,353,9,3,25.49575071
BALNARRING BEACH,2012,366,4,2,10.92896175
BALNARRING BEACH,2013,379,8,7,21.10817942
BALNARRING BEACH,2014,392,4,2,10.20408163
BALNARRING BEACH,2015,405,6,4,14.81481481
BALNARRING BEACH,2016,418,21,9,50.23923445
BALNARRING BEACH,2017,431,27,14,62.6450116
BALNARRING BEACH,2018,444,11,7,24.77477477
BALNARRING BEACH,2019,457,9,8,19.69365427
BALNARRING BEACH,2020,470,12,7,25.53191489
BALWYN,2011,12944,330,35,25.49443758
BALWYN,2012,13017,347,31,26.65744795
BALWYN,2013,13091,335,33,25.59010007
BALWYN,2014,13164,362,36,27.49924035
BALWYN,2015,13238,335,31,25.30593745
BALWYN,2016,13312,412,32,30.94951923
BALWYN,2017,13386,420,36,31.37606455
BALWYN,2018,13460,402,34,29.86627043
BALWYN,2019,13534,409,31,30.2201862
BALWYN,2020,13608,478,41,35.12639624
BALWYN NORTH,2011,20317,431,35,21.21376187
BALWYN NORTH,2012,20334,464,41,22.81892397
BALWYN NORTH,2013,20352,494,39,24.27279874
BALWYN NORTH,2014,20370,472,38,23.17133039
BALWYN NORTH,2015,20388,461,37,22.61134
BALWYN NORTH,2016,20406,527,41,25.82573753
BALWYN NORTH,2017,20424,549,45,26.88014101
BALWYN NORTH,2018,20442,476,37,23.28539282
BALWYN NORTH,2019,20460,481,38,23.50928641
BALWYN NORTH,2020,20478,457,44,22.31663248
BAMAWM,2011,527,12,6,22.77039848
BAMAWM,2012,522,14,7,26.81992337
BAMAWM,2013,517,9,7,17.40812379
BAMAWM,2014,513,7,6,13.64522417
BAMAWM,2015,508,6,5,11.81102362
BAMAWM,2016,504,10,8,19.84126984
BAMAWM,2017,500,17,12,34
BAMAWM,2018,496,14,10,28.22580645
BAMAWM,2019,492,26,13,52.84552846
BAMAWM,2020,488,12,10,24.59016393
BAMAWM EXTENSION,2011,426,2,2,4.694835681
BAMAWM EXTENSION,2012,,1,1,0
BAMAWM EXTENSION,2013,,3,3,0
BAMAWM EXTENSION,2015,,2,2,0
BAMAWM EXTENSION,2016,238,1,1,4.201680672
BAMAWM EXTENSION,2017,,2,2,0
BAMAWM EXTENSION,2018,,3,2,0
BAMAWM EXTENSION,2019,,7,3,0
BANDIANA,2011,581,14,6,24.09638554
BANDIANA,2012,587,8,6,13.6286201
BANDIANA,2013,594,10,6,16.83501684
BANDIANA,2014,601,10,7,16.63893511
BANDIANA,2015,608,15,12,24.67105263
BANDIANA,2016,615,19,13,30.89430894
BANDIANA,2017,622,16,10,25.72347267
BANDIANA,2018,629,20,10,31.79650238
BANDIANA,2019,636,18,11,28.30188679
BANDIANA,2020,643,18,10,27.99377916
BANGHOLME,2011,797,39,18,48.93350063
BANGHOLME,2012,794,33,17,41.56171285
BANGHOLME,2013,791,46,18,58.15423515
BANGHOLME,2014,789,44,14,55.76679341
BANGHOLME,2015,786,51,19,64.88549618
BANGHOLME,2016,784,81,21,103.3163265
BANGHOLME,2017,782,60,22,76.72634271
BANGHOLME,2018,780,56,20,71.79487179
BANGHOLME,2019,778,58,22,74.55012853
BANGHOLME,2020,776,58,22,74.74226804
BANNOCKBURN,2011,3513,49,17,13.94819243
BANNOCKBURN,2012,3867,60,22,15.5159038
BANNOCKBURN,2013,4221,66,20,15.63610519
BANNOCKBURN,2014,4575,100,22,21.8579235
BANNOCKBURN,2015,4929,123,21,24.9543518
BANNOCKBURN,2016,5283,157,31,29.71796328
BANNOCKBURN,2017,5637,110,25,19.51392585
BANNOCKBURN,2018,5991,111,22,18.52779169
BANNOCKBURN,2019,6345,96,28,15.13002364
BANNOCKBURN,2020,6699,100,27,14.92760113
BARANDUDA,2011,1897,28,12,14.7601476
BARANDUDA,2012,1991,42,15,21.09492717
BARANDUDA,2013,2086,19,9,9.108341323
BARANDUDA,2014,2180,32,14,14.67889908
BARANDUDA,2015,2275,23,13,10.10989011
BARANDUDA,2016,2370,31,19,13.08016878
BARANDUDA,2017,2465,25,17,10.14198783
BARANDUDA,2018,2560,24,11,9.375
BARANDUDA,2019,2655,22,12,8.286252354
BARANDUDA,2020,2750,42,18,15.27272727
BARINGHUP,2011,340,3,2,8.823529412
BARINGHUP,2012,313,6,4,19.16932907
BARINGHUP,2013,286,11,7,38.46153846
BARINGHUP,2014,259,6,3,23.16602317
BARINGHUP,2015,232,8,5,34.48275862
BARINGHUP,2016,205,4,2,19.51219512
BARINGHUP,2017,178,8,6,44.94382022
BARINGHUP,2018,151,7,4,46.35761589
BARINGHUP,2019,124,5,3,40.32258065
BARINGHUP,2020,97,8,5,82.4742268
BARJARG,2012,,5,2,0
BARJARG,2013,,5,4,0
BARJARG,2014,,9,3,0
BARJARG,2015,,1,1,0
BARJARG,2017,,7,7,0
BARJARG,2018,,5,3,0
BARJARG,2019,,5,4,0
BARJARG,2020,,6,5,0
BARKERS CREEK,2011,411,7,5,17.03163017
BARKERS CREEK,2012,420,10,10,23.80952381
BARKERS CREEK,2013,429,8,6,18.64801865
BARKERS CREEK,2014,438,13,9,29.6803653
BARKERS CREEK,2015,447,13,8,29.08277405
BARKERS CREEK,2016,457,8,6,17.50547046
BARKERS CREEK,2017,467,12,10,25.69593148
BARKERS CREEK,2018,477,2,2,4.192872117
BARKERS CREEK,2019,487,13,7,26.69404517
BARKERS CREEK,2020,497,6,6,12.07243461
BARMAH,2011,181,10,7,55.24861878
BARMAH,2012,201,17,8,84.57711443
BARMAH,2013,221,25,11,113.1221719
BARMAH,2014,241,26,11,107.8838174
BARMAH,2015,261,23,11,88.12260536
BARMAH,2016,282,18,10,63.82978723
BARMAH,2017,303,28,15,92.40924092
BARMAH,2018,324,29,15,89.50617284
BARMAH,2019,345,24,14,69.56521739
BARMAH,2020,366,39,17,106.557377
BARNAWARTHA,2011,945,37,18,39.15343915
BARNAWARTHA,2012,936,31,12,33.11965812
BARNAWARTHA,2013,928,26,15,28.01724138
BARNAWARTHA,2014,920,32,16,34.7826087
BARNAWARTHA,2015,912,33,13,36.18421053
BARNAWARTHA,2016,904,37,21,40.92920354
BARNAWARTHA,2017,896,36,14,40.17857143
BARNAWARTHA,2018,888,21,12,23.64864865
BARNAWARTHA,2019,880,34,21,38.63636364
BARNAWARTHA,2020,872,30,15,34.40366972
BARNAWARTHA NORTH,2011,332,6,6,18.07228916
BARNAWARTHA NORTH,2012,299,8,5,26.75585284
BARNAWARTHA NORTH,2013,266,4,4,15.03759398
BARNAWARTHA NORTH,2014,234,10,8,42.73504274
BARNAWARTHA NORTH,2015,201,3,2,14.92537313
BARNAWARTHA NORTH,2016,169,19,9,112.4260355
BARNAWARTHA NORTH,2017,137,24,9,175.1824818
BARNAWARTHA NORTH,2018,105,22,10,209.5238095
BARNAWARTHA NORTH,2019,73,29,13,397.260274
BARNAWARTHA NORTH,2020,41,27,12,658.5365854
BARONGAROOK,2011,463,7,3,15.1187905
BARONGAROOK,2012,457,6,4,13.12910284
BARONGAROOK,2013,451,5,2,11.0864745
BARONGAROOK,2014,445,9,5,20.2247191
BARONGAROOK,2015,439,14,5,31.89066059
BARONGAROOK,2016,434,7,4,16.12903226
BARONGAROOK,2017,429,14,9,32.63403263
BARONGAROOK,2018,424,7,5,16.50943396
BARONGAROOK,2019,419,3,3,7.159904535
BARONGAROOK,2020,414,13,12,31.40096618
BARONGAROOK WEST,2011,285,3,2,10.52631579
BARONGAROOK WEST,2012,275,2,1,7.272727273
BARONGAROOK WEST,2013,265,3,2,11.32075472
BARONGAROOK WEST,2014,255,6,1,23.52941176
BARONGAROOK WEST,2015,245,3,3,12.24489796
BARONGAROOK WEST,2016,235,3,3,12.76595745
BARONGAROOK WEST,2017,225,7,7,31.11111111
BARONGAROOK WEST,2018,215,8,7,37.20930233
BARONGAROOK WEST,2019,205,4,3,19.51219512
BARONGAROOK WEST,2020,195,11,7,56.41025641
BARRABOOL,2011,201,7,3,34.82587065
BARRABOOL,2012,207,7,4,33.81642512
BARRABOOL,2013,214,4,3,18.69158879
BARRABOOL,2014,221,3,2,13.57466063
BARRABOOL,2015,228,5,4,21.92982456
BARRABOOL,2016,235,6,5,25.53191489
BARRABOOL,2017,242,8,5,33.05785124
BARRABOOL,2018,249,4,4,16.06425703
BARRABOOL,2019,256,3,3,11.71875
BARRABOOL,2020,263,6,5,22.81368821
BARWON DOWNS,2011,362,2,2,5.524861878
BARWON DOWNS,2012,,8,5,0
BARWON DOWNS,2014,,1,1,0
BARWON DOWNS,2015,,2,2,0
BARWON DOWNS,2016,131,4,4,30.53435115
BARWON DOWNS,2017,,1,1,0
BARWON DOWNS,2018,,1,1,0
BARWON DOWNS,2019,,2,2,0
BARWON DOWNS,2020,,2,1,0
BARWON HEADS,2011,3536,129,20,36.48190045
BARWON HEADS,2012,3603,159,28,44.12989176
BARWON HEADS,2013,3671,136,21,37.04712612
BARWON HEADS,2014,3739,126,22,33.69884996
BARWON HEADS,2015,3807,146,21,38.35040714
BARWON HEADS,2016,3875,202,25,52.12903226
BARWON HEADS,2017,3943,158,20,40.07101192
BARWON HEADS,2018,4011,115,27,28.67115433
BARWON HEADS,2019,4079,126,28,30.889924
BARWON HEADS,2020,4147,120,29,28.93658066
BASS,2011,414,13,7,31.40096618
BASS,2012,403,29,16,71.96029777
BASS,2013,392,25,11,63.7755102
BASS,2014,381,24,11,62.99212598
BASS,2015,370,31,16,83.78378378
BASS,2016,359,50,17,139.275766
BASS,2017,348,24,15,68.96551724
BASS,2018,337,25,15,74.18397626
BASS,2019,326,40,16,122.6993865
BASS,2020,315,40,17,126.984127
BATESFORD,2011,738,15,10,20.32520325
BATESFORD,2012,780,12,8,15.38461538
BATESFORD,2013,823,8,8,9.720534629
BATESFORD,2014,866,18,11,20.7852194
BATESFORD,2015,909,15,11,16.50165017
BATESFORD,2016,952,17,9,17.85714286
BATESFORD,2017,995,30,19,30.15075377
BATESFORD,2018,1038,12,10,11.56069364
BATESFORD,2019,1081,18,10,16.65124884
BATESFORD,2020,1124,19,15,16.90391459
BAW BAW,2011,6,7,5,1166.666667
BAW BAW,2012,,3,3,0
BAW BAW,2013,,5,2,0
BAW BAW,2014,,4,3,0
BAW BAW,2015,,1,1,0
BAW BAW,2016,0,4,3,0
BAW BAW,2017,,6,6,0
BAW BAW,2018,,6,6,0
BAW BAW,2019,,3,3,0
BAW BAW,2020,,5,2,0
BAXTER,2011,2146,107,29,49.86020503
BAXTER,2012,2149,146,26,67.93857608
BAXTER,2013,2152,130,34,60.40892193
BAXTER,2014,2155,118,30,54.75638051
BAXTER,2015,2158,144,32,66.72845227
BAXTER,2016,2162,203,37,93.89454209
BAXTER,2017,2166,175,32,80.79409049
BAXTER,2018,2170,177,31,81.56682028
BAXTER,2019,2174,234,31,107.6356946
BAXTER,2020,2178,254,37,116.620753
BAYLES,2011,469,9,8,19.18976546
BAYLES,2012,467,10,8,21.41327623
BAYLES,2013,465,5,4,10.75268817
BAYLES,2014,464,4,3,8.620689655
BAYLES,2015,462,14,8,30.3030303
BAYLES,2016,461,30,13,65.07592191
BAYLES,2017,460,21,12,45.65217391
BAYLES,2018,459,21,14,45.75163399
BAYLES,2019,458,21,13,45.85152838
BAYLES,2020,457,13,8,28.4463895
BAYNTON,2012,,1,1,0
BAYNTON,2013,,2,1,0
BAYNTON,2015,,4,1,0
BAYNTON,2016,107,4,4,37.38317757
BAYNTON,2017,,1,1,0
BAYNTON,2018,,4,3,0
BAYNTON,2019,,2,1,0
BAYSWATER,2011,11240,767,41,68.23843416
BAYSWATER,2012,11343,819,53,72.20312087
BAYSWATER,2013,11447,835,48,72.94487639
BAYSWATER,2014,11550,932,56,80.69264069
BAYSWATER,2015,11654,936,50,80.31577141
BAYSWATER,2016,11758,955,56,81.22129614
BAYSWATER,2017,11862,977,48,82.36385095
BAYSWATER,2018,11966,968,54,80.89587164
BAYSWATER,2019,12070,924,47,76.55343828
BAYSWATER,2020,12174,1092,50,89.69935929
BAYSWATER NORTH,2011,8424,387,43,45.94017094
BAYSWATER NORTH,2012,8497,502,38,59.07967518
BAYSWATER NORTH,2013,8570,479,39,55.89264877
BAYSWATER NORTH,2014,8643,519,44,60.04859424
BAYSWATER NORTH,2015,8716,602,46,69.06837999
BAYSWATER NORTH,2016,8789,592,46,67.35692343
BAYSWATER NORTH,2017,8862,669,46,75.49085985
BAYSWATER NORTH,2018,8935,507,44,56.74314494
BAYSWATER NORTH,2019,9008,627,44,69.60479574
BAYSWATER NORTH,2020,9081,563,43,61.99757736
BEACONSFIELD,2011,6412,212,40,33.06300686
BEACONSFIELD,2012,6472,246,46,38.00988875
BEACONSFIELD,2013,6532,318,52,48.68340478
BEACONSFIELD,2014,6593,228,49,34.58213256
BEACONSFIELD,2015,6653,287,46,43.13843379
BEACONSFIELD,2016,6714,402,56,59.87488829
BEACONSFIELD,2017,6775,317,53,46.7896679
BEACONSFIELD,2018,6836,274,52,40.08191925
BEACONSFIELD,2019,6897,323,49,46.83195592
BEACONSFIELD,2020,6958,285,54,40.96004599
BEACONSFIELD UPPER,2011,2843,57,18,20.04924376
BEACONSFIELD UPPER,2012,2846,48,19,16.86577653
BEACONSFIELD UPPER,2013,2850,54,15,18.94736842
BEACONSFIELD UPPER,2014,2853,25,13,8.762705924
BEACONSFIELD UPPER,2015,2857,51,24,17.85089254
BEACONSFIELD UPPER,2016,2861,73,26,25.515554
BEACONSFIELD UPPER,2017,2865,52,21,18.15008726
BEACONSFIELD UPPER,2018,2869,36,16,12.54792611
BEACONSFIELD UPPER,2019,2873,57,19,19.83988862
BEACONSFIELD UPPER,2020,2877,37,17,12.8606187
BEALIBA,2011,300,15,6,50
BEALIBA,2012,281,12,7,42.70462633
BEALIBA,2013,262,13,8,49.61832061
BEALIBA,2014,243,11,11,45.26748971
BEALIBA,2015,224,10,7,44.64285714
BEALIBA,2016,206,23,9,111.6504854
BEALIBA,2017,188,14,7,74.46808511
BEALIBA,2018,170,12,10,70.58823529
BEALIBA,2019,152,14,10,92.10526316
BEALIBA,2020,134,13,7,97.01492537
BEARII,2011,136,11,7,80.88235294
BEARII,2012,137,4,4,29.19708029
BEARII,2013,139,4,3,28.77697842
BEARII,2014,141,3,2,21.27659574
BEARII,2015,143,4,3,27.97202797
BEARII,2016,145,2,2,13.79310345
BEARII,2017,147,5,3,34.01360544
BEARII,2018,149,4,3,26.84563758
BEARII,2019,151,2,2,13.24503311
BEARII,2020,153,2,2,13.07189542
BEAUFORT,2011,1406,60,14,42.6742532
BEAUFORT,2012,1432,79,20,55.16759777
BEAUFORT,2013,1459,70,22,47.97806717
BEAUFORT,2014,1485,113,31,76.09427609
BEAUFORT,2015,1512,82,26,54.23280423
BEAUFORT,2016,1539,106,24,68.87589344
BEAUFORT,2017,1566,98,28,62.5798212
BEAUFORT,2018,1593,57,18,35.78154426
BEAUFORT,2019,1620,96,23,59.25925926
BEAUFORT,2020,1647,119,28,72.25258045
BEAUMARIS,2011,12829,248,33,19.33120274
BEAUMARIS,2012,12933,314,29,24.27897626
BEAUMARIS,2013,13037,248,33,19.02278131
BEAUMARIS,2014,13141,265,38,20.16589301
BEAUMARIS,2015,13245,262,35,19.78104945
BEAUMARIS,2016,13349,311,37,23.29762529
BEAUMARIS,2017,13453,274,33,20.36720434
BEAUMARIS,2018,13557,271,36,19.98967323
BEAUMARIS,2019,13661,290,33,21.22831418
BEAUMARIS,2020,13765,369,36,26.80711951
BEEAC,2011,223,9,6,40.35874439
BEEAC,2012,252,13,7,51.58730159
BEEAC,2013,281,10,7,35.58718861
BEEAC,2014,311,9,8,28.93890675
BEEAC,2015,340,12,8,35.29411765
BEEAC,2016,370,12,8,32.43243243
BEEAC,2017,400,15,8,37.5
BEEAC,2018,430,17,9,39.53488372
BEEAC,2019,460,11,6,23.91304348
BEEAC,2020,490,18,10,36.73469388
BEECH FOREST,2011,479,6,6,12.52609603
BEECH FOREST,2012,399,2,2,5.012531328
BEECH FOREST,2013,320,9,5,28.125
BEECH FOREST,2014,240,3,3,12.5
BEECH FOREST,2015,161,2,2,12.42236025
BEECH FOREST,2016,82,3,3,36.58536585
BEECH FOREST,2017,3,3,3,1000
BEECH FOREST,2018,-76,2,2,-26.31578947
BEECH FOREST,2019,-155,2,2,-12.90322581
BEECH FOREST,2020,-234,10,5,-42.73504274
BEECHWORTH,2011,3559,84,19,23.60213543
BEECHWORTH,2012,3619,77,25,21.27659574
BEECHWORTH,2013,3679,104,28,28.26855124
BEECHWORTH,2014,3739,93,27,24.87296068
BEECHWORTH,2015,3799,88,21,23.16399052
BEECHWORTH,2016,3859,84,23,21.76729723
BEECHWORTH,2017,3919,111,25,28.32355193
BEECHWORTH,2018,3979,82,23,20.60819301
BEECHWORTH,2019,4039,119,30,29.4627383
BEECHWORTH,2020,4099,134,25,32.69090022
BELGRAVE,2011,3966,203,34,51.18507312
BELGRAVE,2012,3958,237,38,59.87872663
BELGRAVE,2013,3951,256,38,64.79372311
BELGRAVE,2014,3943,238,36,60.36013188
BELGRAVE,2015,3936,237,42,60.21341463
BELGRAVE,2016,3929,265,38,67.44718758
BELGRAVE,2017,3922,232,39,59.15349312
BELGRAVE,2018,3915,214,37,54.66155811
BELGRAVE,2019,3908,238,40,60.90071648
BELGRAVE,2020,3901,261,34,66.90592156
BELGRAVE HEIGHTS,2011,1376,31,12,22.52906977
BELGRAVE HEIGHTS,2012,1372,22,10,16.03498542
BELGRAVE HEIGHTS,2013,1369,42,16,30.67932798
BELGRAVE HEIGHTS,2014,1366,35,17,25.62225476
BELGRAVE HEIGHTS,2015,1363,20,14,14.67351431
BELGRAVE HEIGHTS,2016,1360,29,14,21.32352941
BELGRAVE HEIGHTS,2017,1357,13,8,9.579955785
BELGRAVE HEIGHTS,2018,1354,20,8,14.77104874
BELGRAVE HEIGHTS,2019,1351,17,13,12.58327165
BELGRAVE HEIGHTS,2020,1348,23,10,17.06231454
BELGRAVE SOUTH,2011,1662,43,17,25.87244284
BELGRAVE SOUTH,2012,1658,47,16,28.34740651
BELGRAVE SOUTH,2013,1655,53,18,32.02416918
BELGRAVE SOUTH,2014,1651,42,18,25.4391278
BELGRAVE SOUTH,2015,1648,30,16,18.2038835
BELGRAVE SOUTH,2016,1645,33,15,20.06079027
BELGRAVE SOUTH,2017,1642,36,18,21.92448234
BELGRAVE SOUTH,2018,1639,38,14,23.18486882
BELGRAVE SOUTH,2019,1636,33,16,20.17114914
BELGRAVE SOUTH,2020,1633,23,10,14.08450704
BELL PARK,2011,5286,250,30,47.29474082
BELL PARK,2012,5230,287,29,54.87571702
BELL PARK,2013,5175,310,35,59.90338164
BELL PARK,2014,5119,340,38,66.4192225
BELL PARK,2015,5064,260,36,51.34281201
BELL PARK,2016,5009,409,34,81.65302456
BELL PARK,2017,4954,333,33,67.21840937
BELL PARK,2018,4899,369,39,75.32149418
BELL PARK,2019,4844,428,41,88.35672998
BELL PARK,2020,4789,424,48,88.53622886
BELL POST HILL,2011,5007,180,27,35.94967046
BELL POST HILL,2012,4989,191,32,38.2842253
BELL POST HILL,2013,4971,179,26,36.00885134
BELL POST HILL,2014,4954,185,28,37.34356076
BELL POST HILL,2015,4936,176,29,35.65640194
BELL POST HILL,2016,4919,241,31,48.99369791
BELL POST HILL,2017,4902,245,33,49.97960016
BELL POST HILL,2018,4885,204,33,41.7604913
BELL POST HILL,2019,4868,311,36,63.88660641
BELL POST HILL,2020,4851,293,40,60.39991754
BELLBRAE,2011,814,12,8,14.74201474
BELLBRAE,2012,824,15,5,18.2038835
BELLBRAE,2013,834,11,9,13.18944844
BELLBRAE,2014,844,18,9,21.32701422
BELLBRAE,2015,854,16,9,18.735363
BELLBRAE,2016,865,15,8,17.34104046
BELLBRAE,2017,876,21,12,23.97260274
BELLBRAE,2018,887,11,9,12.40135287
BELLBRAE,2019,898,11,10,12.24944321
BELLBRAE,2020,909,21,10,23.10231023
BELLBRIDGE,2011,399,4,4,10.02506266
BELLBRIDGE,2012,393,11,7,27.98982188
BELLBRIDGE,2013,387,5,3,12.91989664
BELLBRIDGE,2014,381,14,6,36.74540682
BELLBRIDGE,2015,375,5,3,13.33333333
BELLBRIDGE,2016,370,10,7,27.02702703
BELLBRIDGE,2017,365,13,7,35.61643836
BELLBRIDGE,2018,360,5,4,13.88888889
BELLBRIDGE,2019,355,6,4,16.90140845
BELLBRIDGE,2020,350,10,5,28.57142857
BELLFIELD,2011,1728,0,0,0
BELLFIELD,2012,1741,0,0,0
BELLFIELD,2013,1754,0,0,0
BELLFIELD,2014,1767,0,0,0
BELLFIELD,2015,1780,0,0,0
BELLFIELD,2016,1793,0,0,0
BELLFIELD,2017,1806,0,0,0
BELLFIELD,2018,1819,0,0,0
BELLFIELD,2019,1832,0,0,0
BELLFIELD,2020,1845,0,0,0
BELLS BEACH,2011,163,6,5,36.80981595
BELLS BEACH,2012,156,7,5,44.87179487
BELLS BEACH,2013,149,5,4,33.55704698
BELLS BEACH,2014,143,6,5,41.95804196
BELLS BEACH,2015,136,4,3,29.41176471
BELLS BEACH,2016,130,17,5,130.7692308
BELLS BEACH,2017,124,17,5,137.0967742
BELLS BEACH,2018,118,6,4,50.84745763
BELLS BEACH,2019,112,9,8,80.35714286
BELLS BEACH,2020,106,5,5,47.16981132
BELMONT,2011,13616,918,38,67.42068155
BELMONT,2012,13703,772,41,56.33802817
BELMONT,2013,13791,872,42,63.22964252
BELMONT,2014,13878,869,45,62.6170918
BELMONT,2015,13966,879,46,62.93856509
BELMONT,2016,14054,997,45,70.94065746
BELMONT,2017,14142,871,47,61.58959129
BELMONT,2018,14230,801,50,56.28952916
BELMONT,2019,14318,822,51,57.41025283
BELMONT,2020,14406,887,51,61.5715674
BEMM RIVER,2011,287,3,3,10.45296167
BEMM RIVER,2012,,4,4,0
BEMM RIVER,2013,,3,3,0
BEMM RIVER,2014,,1,1,0
BEMM RIVER,2015,,2,2,0
BEMM RIVER,2016,60,6,5,100
BEMM RIVER,2018,,4,3,0
BEMM RIVER,2020,,2,1,0
BENA,2011,238,3,2,12.60504202
BENA,2012,249,5,4,20.08032129
BENA,2013,260,9,6,34.61538462
BENA,2014,271,3,3,11.0701107
BENA,2015,282,3,3,10.63829787
BENA,2016,294,1,1,3.401360544
BENA,2017,306,6,6,19.60784314
BENA,2018,318,2,1,6.289308176
BENA,2019,330,6,5,18.18181818
BENA,2020,342,16,11,46.78362573
BENALLA,2011,10331,686,51,66.40209079
BENALLA,2012,10330,690,49,66.79574056
BENALLA,2013,10330,753,52,72.89448209
BENALLA,2014,10330,802,57,77.63794773
BENALLA,2015,10330,648,54,62.72991288
BENALLA,2016,10330,911,62,88.18973863
BENALLA,2017,10330,856,53,82.86544046
BENALLA,2018,10330,811,60,78.50919652
BENALLA,2019,10330,895,53,86.64085189
BENALLA,2020,10330,896,54,86.73765731
BENAMBRA,2011,249,2,2,8.032128514
BENAMBRA,2012,229,5,4,21.83406114
BENAMBRA,2013,209,7,6,33.49282297
BENAMBRA,2014,189,6,3,31.74603175
BENAMBRA,2015,169,8,5,47.33727811
BENAMBRA,2016,149,5,5,33.55704698
BENAMBRA,2017,129,8,5,62.01550388
BENAMBRA,2018,109,5,2,45.87155963
BENAMBRA,2019,89,6,5,67.41573034
BENAMBRA,2020,69,8,7,115.942029
BEND OF ISLANDS,2011,279,7,4,25.08960573
BEND OF ISLANDS,2012,282,1,1,3.546099291
BEND OF ISLANDS,2013,285,1,1,3.50877193
BEND OF ISLANDS,2014,288,2,1,6.944444444
BEND OF ISLANDS,2015,291,3,2,10.30927835
BEND OF ISLANDS,2016,295,1,1,3.389830508
BEND OF ISLANDS,2017,299,3,3,10.03344482
BEND OF ISLANDS,2018,303,1,1,3.300330033
BEND OF ISLANDS,2019,307,3,3,9.771986971
BEND OF ISLANDS,2020,311,1,1,3.215434084
BENDIGO,2011,5774,1678,59,290.6130932
BENDIGO,2012,5721,1771,62,309.5612655
BENDIGO,2013,5669,1980,62,349.2679485
BENDIGO,2014,5616,1990,60,354.3447293
BENDIGO,2015,5564,1904,60,342.1998562
BENDIGO,2016,5512,2199,64,398.9477504
BENDIGO,2017,5460,2248,61,411.7216117
BENDIGO,2018,5408,2189,60,404.7707101
BENDIGO,2019,5356,2343,62,437.4533234
BENDIGO,2020,5304,2057,63,387.8205128
BENDOC,2011,348,2,2,5.747126437
BENDOC,2012,,5,3,0
BENDOC,2014,,1,1,0
BENDOC,2015,,2,1,0
BENDOC,2016,115,2,2,17.39130435
BENDOC,2017,,1,1,0
BENDOC,2019,,1,1,0
BENDOC,2020,,3,3,0
BENTLEIGH,2011,14920,551,45,36.93029491
BENTLEIGH,2012,15166,631,46,41.60622445
BENTLEIGH,2013,15413,540,36,35.03535976
BENTLEIGH,2014,15659,540,46,34.48496073
BENTLEIGH,2015,15906,644,40,40.48786621
BENTLEIGH,2016,16153,671,42,41.54027116
BENTLEIGH,2017,16400,794,46,48.41463415
BENTLEIGH,2018,16647,647,40,38.86586172
BENTLEIGH,2019,16894,792,48,46.88054931
BENTLEIGH,2020,17141,808,45,47.13844
BENTLEIGH EAST,2011,25925,614,43,23.68370299
BENTLEIGH EAST,2012,26267,665,42,25.3169376
BENTLEIGH EAST,2013,26609,777,48,29.2006464
BENTLEIGH EAST,2014,26951,714,48,26.49252347
BENTLEIGH EAST,2015,27293,695,45,25.46440479
BENTLEIGH EAST,2016,27635,832,51,30.10674869
BENTLEIGH EAST,2017,27977,839,47,29.98891947
BENTLEIGH EAST,2018,28319,765,48,27.01366574
BENTLEIGH EAST,2019,28661,960,47,33.4949932
BENTLEIGH EAST,2020,29003,999,53,34.44471262
BEREMBOKE,2011,352,1,1,2.840909091
BEREMBOKE,2012,311,3,3,9.646302251
BEREMBOKE,2013,270,7,5,25.92592593
BEREMBOKE,2014,230,7,2,30.43478261
BEREMBOKE,2015,189,8,6,42.32804233
BEREMBOKE,2016,149,2,2,13.42281879
BEREMBOKE,2017,109,4,4,36.69724771
BEREMBOKE,2018,69,6,6,86.95652174
BEREMBOKE,2019,29,8,6,275.862069
BEREMBOKE,2020,-11,9,8,-818.1818182
BERRINGA,2011,420,1,1,2.380952381
BERRINGA,2012,369,6,3,16.2601626
BERRINGA,2013,318,1,1,3.144654088
BERRINGA,2014,268,2,2,7.462686567
BERRINGA,2015,217,5,5,23.04147465
BERRINGA,2016,167,1,1,5.988023952
BERRINGA,2017,117,7,7,59.82905983
BERRINGA,2018,67,5,5,74.62686567
BERRINGA,2019,17,10,8,588.2352941
